city,state,city_longitude,city_latitude,Audio Evidence,Witness Count,Event,apparition_types_str,apparition_adj_str,unique_apparition_mentions,Visual Evidence,time_of_day
Cyril,Oklahoma,-98.2006044,34.8964555,Yes,0,Suicide,orb,many orb,1,True,Dusk
Cyril,Oklahoma,-98.2006044,34.8964555,No,0,Unknown,Unknown,,0,False,Evening
Drumright,Oklahoma,-96.6011294,35.9884013,No,1,Supernatural,figure,ghostly figure,1,False,Unknown
Duncan,Oklahoma,-97.9578128,34.5023028,Yes,0,Supernatural,Unknown,,0,False,Dusk
Durant,Oklahoma,-96.3971233,33.9924186,No,0,Murder,ghost,,1,False,Morning
Durant,Oklahoma,-96.3971233,33.9924186,No,2,Murder,Unknown,,0,False,Morning
Durant,Oklahoma,-96.3971233,33.9924186,Yes,2+,Murder,ghost,,1,False,Dusk
Edmond,Oklahoma,-97.47809540000002,35.6528323,Yes,5+,Supernatural,ghost,,1,False,Evening
El Reno,Oklahoma,-97.9550493,35.5322741,Yes,0,Unknown,Unknown,,0,False,Unknown
El Reno,Oklahoma,-97.9550493,35.5322741,No,2,Death,Unknown,,0,False,Unknown
Elk City,Oklahoma,-99.4042592,35.4119944,No,1,Supernatural,apparition poltergeist,,2,False,Unknown
Enid,Oklahoma,-97.8783911,36.3955891,No,1,Supernatural,apparition,,1,False,Dusk
Enid,Oklahoma,-97.8783911,36.3955891,Yes,0,Supernatural,Unknown,,0,False,Dusk
Enid,Oklahoma,-97.8783911,36.3955891,No,1+,Supernatural,spirit,,1,False,Dusk
Enid,Oklahoma,-97.8783911,36.3955891,Yes,1,Unknown,Unknown,,0,False,Dusk
Enid,Oklahoma,-97.8783911,36.3955891,Yes,0,Natural Disaster,Unknown,,0,False,Unknown
Fort Sill,Oklahoma,-98.4184224,34.5938359,Yes,1,Supernatural,Unknown,,0,False,Unknown
Fort Supply,Oklahoma,-99.5723366,36.5736459,Yes,0,Supernatural,ghost,,1,False,Unknown
Fort Washita,Oklahoma,-96.5470147,34.1024837,No,2+,Murder,apparition,green apparition,1,False,Dusk
Grace Mont,Oklahoma,-98.2606085,35.188393,Yes,1,Unknown,Unknown,,0,False,Evening
Guthrie,Oklahoma,-97.4253185,35.878937,Yes,0,Supernatural,ghost,,1,False,Dusk
Guthrie,Oklahoma,-97.4253185,35.878937,Yes,1,Suicide,apparition,,1,True,Evening
Guthrie,Oklahoma,-97.4253185,35.878937,No,1,Supernatural,apparition,,1,False,Dusk
Guthrie,Oklahoma,-97.4253185,35.878937,No,0,Unknown,Unknown,,0,False,Unknown
Guthrie,Oklahoma,-97.4253185,35.878937,No,0,Supernatural,Unknown,,0,False,Dusk
Hammon,Oklahoma,-99.3817653,35.6328261,No,2+,Supernatural,Unknown,,0,False,Dusk
Hammon,Oklahoma,-99.3817653,35.6328261,No,2+,Supernatural,ghost figure,,2,False,Unknown
Harrah,Oklahoma,-97.1636408,35.4895085,No,1,Supernatural,Unknown,,0,False,Dusk
Harrah,Oklahoma,-97.1636408,35.4895085,Yes,0,Murder,Unknown,,0,False,Dusk
Helena,Oklahoma,-98.2700706,36.5461432,Yes,0,Unknown,Unknown,,0,False,Evening
Hobart,Oklahoma,-99.0931317,35.0295009,No,1,Unknown,Unknown,,0,False,Unknown
Hontubby,Oklahoma,-94.5660581,34.8503797,Yes,1,Unknown,Unknown,,0,False,Dusk
Idabel,Oklahoma,-94.8263281,33.8956647,Yes,0,Supernatural,Unknown,,0,False,Dusk
Idabel,Oklahoma,-94.8263281,33.8956647,Yes,2+,Murder,Unknown,,0,False,Evening
Idabel,Oklahoma,-94.8263281,33.8956647,Yes,8+,Supernatural,Unknown,,0,False,Morning
Inola,Oklahoma,-95.5094195,36.1512097,No,1,Supernatural,Unknown,,0,False,Dusk
Jefferson City,Oklahoma,-97.7906099,36.7205853,No,0,Murder,Unknown,,0,False,Dusk
Joy,Oklahoma,-97.141944,34.593611,Yes,3+,Supernatural,Unknown,,0,False,Unknown
Kaw City,Oklahoma,-96.8672668,36.7668466,Yes,1,Supernatural,Unknown,,0,False,Evening
Kelleyville,Oklahoma,-96.2136136,35.9436968,No,1+,Supernatural,Unknown,,0,False,Evening
Kendrick,Oklahoma,-96.7748298,35.7858169,No,1,Supernatural,Unknown,,0,False,Dusk
Keys,Oklahoma,-94.9298999,35.7980574,Yes,1,Supernatural,apparition,,1,False,Dusk
Reading,Oklahoma,-95.9319291,36.1856223,Yes,3+,Suicide,Unknown,,0,False,Dusk
Kinta,Oklahoma,-95.2377458,35.1192644,Yes,2+,Supernatural,Unknown,,0,False,Unknown
Konawa/Pottawattomie,Oklahoma,-96.7527956,34.9595263,No,0,Death,Unknown,,0,False,Unknown
Konawa/Pottawattomie,Oklahoma,-96.7527956,34.9595263,Yes,0,Murder,Unknown,,0,False,Evening
Lawton,Oklahoma,-98.3959291,34.6035669,No,0,Unknown,Unknown,,0,False,Morning
Lawton,Oklahoma,-98.3959291,34.6035669,Yes,0,Supernatural,spirit,,1,False,Dusk
Lawton,Oklahoma,-98.3959291,34.6035669,Yes,2+,Unknown,Unknown,,0,False,Unknown
Lawton,Oklahoma,-98.3959291,34.6035669,No,0,Supernatural,shadow figure,,2,False,Unknown
Lawton,Oklahoma,-98.3959291,34.6035669,No,0,Supernatural,ghost shadow,,2,False,Dusk
Lone wolf,Oklahoma,-99.2495245,34.98950130000001,No,1,Unknown,Unknown,,0,False,Dusk
Macomb,Oklahoma,-97.0089117,35.1467405,Yes,5,Supernatural,spirit,,1,False,Unknown
McAlester,Oklahoma,-95.7697131,34.9334298,Yes,2,Supernatural,spirit figure,,2,False,Evening
Meridian,Oklahoma,-97.2469799,35.8419977,No,1,Unknown,Unknown,,0,False,Evening
Midwest City,Oklahoma,-97.3967019,35.4495065,No,0,Suicide,shadow presence,violent presence,2,False,Dusk
Midwest city,Oklahoma,-97.3967019,35.4495065,Yes,1,Supernatural,Unknown,,0,False,Morning
Millerton(West of Idabel),Oklahoma,-94.8380048,33.9099665,No,2+,Murder,ghost spirit,,2,False,Dusk
Moore,Oklahoma,-97.4867028,35.3395079,Yes,1,Unknown,Unknown,,0,False,Evening
Moore,Oklahoma,-97.4867028,35.3395079,No,1,Murder,Unknown,,0,False,Dusk
Muskogee,Oklahoma,-95.3696909,35.7478769,Yes,2+,Supernatural,apparition phantom,,2,False,Unknown
Muskogee,Oklahoma,-95.3696909,35.7478769,No,0,Supernatural,Unknown,,0,False,Unknown
Muskogee,Oklahoma,-95.3696909,35.7478769,Yes,1,Supernatural,ghost shadow,"big shadow, black shadow",2,False,Evening
Muskogee,Oklahoma,-95.3696909,35.7478769,No,1,Unknown,Unknown,,0,False,Dusk
Noble,Oklahoma,-97.394753,35.1392357,No,0,Unknown,Unknown,,0,False,Dusk
Oak Grove,Oklahoma,-96.3380697,36.205355,Yes,4+,Murder,spirit,,1,False,Dusk
Ochelata,Oklahoma,-95.9797109,36.6000907,No,0,Supernatural,ghost,,1,False,Unknown
Oklahoma City,Oklahoma,-97.5164276,35.4675602,No,2+,Supernatural,mist,floating mist,1,False,Evening
Oklahoma City,Oklahoma,-97.5164276,35.4675602,No,3+,Murder,ghost,,1,False,Evening
Oklahoma City,Oklahoma,-97.5164276,35.4675602,Yes,3+,Supernatural,Unknown,,0,False,Evening
Oklahoma City,Oklahoma,-97.5164276,35.4675602,Yes,5,Suicide,apparition entity,,2,False,Evening
Oklahoma City,Oklahoma,-97.5164276,35.4675602,Yes,3+,Natural Disaster,witch,,1,False,Dusk
Oklahoma City,Oklahoma,-97.5164276,35.4675602,No,1+,Supernatural,spirit,,1,False,Dusk
Oklahoma City,Oklahoma,-97.5164276,35.4675602,Yes,2,Suicide,Unknown,,0,False,Dusk
Oklahoma City,Oklahoma,-97.5164276,35.4675602,No,1+,Murder,spirit witch,old witch,2,False,Dusk
Oklahoma City,Oklahoma,-97.5164276,35.4675602,No,1,Suicide,spirit,,1,False,Morning
Oklahoma City,Oklahoma,-97.5164276,35.4675602,No,2+,Death,Unknown,,0,False,Dusk
Oklahoma City,Oklahoma,-97.5164276,35.4675602,Yes,0,Natural Disaster,Unknown,,0,False,Evening
Oklahoma City,Oklahoma,-97.5164276,35.4675602,No,3+,Supernatural,ghost,,1,False,Unknown
Okmulgee,Oklahoma,-95.9515399,35.6266957,Yes,1,Supernatural,Unknown,,0,False,Dusk
Olive,Oklahoma,-96.4800142,36.0284045,Yes,0,Supernatural,Unknown,,0,False,Evening
Owasso,Oklahoma,-95.8547119,36.2695388,Yes,0,Unknown,Unknown,,0,False,Evening
Pawhuska,Oklahoma,-96.3372309,36.6678426,Yes,0,Supernatural,ghost,,1,False,Dusk
Pawhuska,Oklahoma,-96.3372309,36.6678426,No,0,Unknown,Unknown,,0,False,Evening
Pawhuska,Oklahoma,-96.3372309,36.6678426,Yes,0,Supernatural,Unknown,,0,False,Unknown
Pawhuska,Oklahoma,-96.3372309,36.6678426,No,0,Unknown,Unknown,,0,False,Dusk
Pawhuska,Oklahoma,-96.3372309,36.6678426,Yes,3+,Supernatural,ghost figure,,2,False,Evening
Pawnee,Oklahoma,-96.8039232,36.3378321,No,3+,Supernatural,ghost presence,,2,False,Dusk
Pawnee,Oklahoma,-96.8039232,36.3378321,No,0,Supernatural,shadow,,1,False,Evening
Pawnee,Oklahoma,-96.8039232,36.3378321,Yes,3+,Murder,ghost,,1,False,Dusk
Ponca City,Oklahoma,-97.0855948,36.706981,Yes,3+,Supernatural,ghost,classic ghost,1,False,Dusk
Ponca City,Oklahoma,-97.0855948,36.706981,No,2+,Suicide,shadow,,1,False,Dusk
Poteau,Oklahoma,-94.6235579,35.0537094,Yes,1+,Murder,Unknown,,0,False,Dusk
Prattville (near Sand Springs),Oklahoma,-96.11833,36.1044399,No,2,Unknown,Unknown,,0,False,Evening
Pryor,Oklahoma,-95.3169136,36.3084275,Yes,0,Supernatural,Unknown,,0,False,Evening
Pryor,Oklahoma,-95.3169136,36.3084275,No,0,Unknown,Unknown,,0,True,Morning
Pryor,Oklahoma,-95.3169136,36.3084275,Yes,1,Murder,Unknown,,0,False,Dusk
Quawpaw,Oklahoma,-94.7880057,36.9545117,No,1+,Murder,Unknown,,0,False,Dusk
Riply,Oklahoma,-96.9055843,36.0178366,No,0,Unknown,Unknown,,0,False,Evening
Salina,Oklahoma,-95.1532966,36.2928692,Yes,1,Supernatural,figure presence,,2,True,Morning
Sand Springs,Oklahoma,-96.108891,36.1398102,No,1,Supernatural,shadow,,1,False,Evening
Sand Springs,Oklahoma,-96.108891,36.1398102,No,0,Unknown,Unknown,,0,False,Evening
Schulter,Oklahoma,-95.9566635,35.5145495,Yes,0,Supernatural,Unknown,,0,False,Morning
Seminole,Oklahoma,-96.670573,35.2245201,No,0,Unknown,Unknown,,0,False,Dusk
Seminole,Oklahoma,-96.670573,35.2245201,No,1,Unknown,Unknown,,0,False,Evening
Sentinel,Oklahoma,-99.1753573,35.1578315,No,0,Murder,Unknown,,0,False,Evening
Shawnee,Oklahoma,-96.9253004,35.3272928,No,0,Suicide,Unknown,,0,False,Dusk
Shawnee,Oklahoma,-96.9253004,35.3272928,Yes,1,Supernatural,spirit,,1,False,Dusk
Shawnee,Oklahoma,-96.9253004,35.3272928,Yes,2+,Murder,ghost,,1,False,Morning
Skiatook,Oklahoma,-96.0013847,36.3684245,No,0,Supernatural,witch,,1,False,Dusk
Skiatook/Tulsa,Oklahoma,-96.0013847,36.3684245,No,1,Unknown,Unknown,,0,False,Evening
Spencer,Oklahoma,-97.3678624,35.5103197,Yes,1,Supernatural,Unknown,,0,False,Unknown
Spencer,Oklahoma,-97.3678624,35.5103197,Yes,2+,Supernatural,orb,,1,True,Unknown
Sperry,Oklahoma,-95.991386,36.2973134,No,1+,Murder,Unknown,,0,False,Dusk
Stigler,Oklahoma,-95.1230169,35.253708,Yes,2+,Supernatural,shadow demon,,2,True,Dusk
Stillwater,Oklahoma,-97.0583681,36.1156071,No,2+,Murder,Unknown,,0,False,Dusk
Stillwater,Oklahoma,-97.0583681,36.1156071,Yes,1,Supernatural,Unknown,,0,False,Evening
Stillwater,Oklahoma,-97.0583681,36.1156071,No,1,Supernatural,shadow,,1,False,Evening
Stilwell,Oklahoma,-94.6285553,35.81453,No,2+,Supernatural,spirit,,1,False,Dusk
Sulphur,Oklahoma,-96.9683498,34.5078669,No,2+,Supernatural,ghost,,1,False,Unknown
Summit,Oklahoma,-95.4227504,35.6659324,Yes,1,Supernatural,apparition,,1,False,Dusk
Talihina,Oklahoma,-95.0480162,34.7514893,Yes,1,Supernatural,ghost,,1,False,Evening
Tahlequah,Oklahoma,-94.969956,35.91537,No,1,Supernatural,apparition,,1,False,Unknown
Tahlequah,Oklahoma,-94.969956,35.91537,Yes,3+,Supernatural,Unknown,,0,True,Dusk
Tahlequah,Oklahoma,-94.969956,35.91537,No,2+,Unknown,Unknown,,0,False,Dusk
Tahlequeh,Oklahoma,-94.969956,35.91537,No,3,Murder,ghost,,1,False,Dusk
Tahlequah,Oklahoma,-94.969956,35.91537,No,1+,Supernatural,apparition,,1,False,Unknown
Tahlequah,Oklahoma,-94.969956,35.91537,Yes,1,Unknown,Unknown,,0,False,Dusk
Tecumseh,Oklahoma,-96.9366888,35.2578498,Yes,2+,Supernatural,apparition,,1,False,Dusk
Tecumseh,Oklahoma,-96.9366888,35.2578498,Yes,0,Suicide,Unknown,,0,False,Dusk
Thackerville,Oklahoma,-97.143068,33.7934373,No,2+,Murder,Unknown,,0,False,Dusk
Tulsa,Oklahoma,-95.992775,36.1539816,Yes,3+,Supernatural,ghost,,1,False,Dusk
Tulsa,Oklahoma,-95.992775,36.1539816,No,1+,Supernatural,Unknown,,0,False,Evening
Tulsa,Oklahoma,-95.992775,36.1539816,Yes,3+,Supernatural,spirit,,1,False,Unknown
Tulsa,Oklahoma,-95.992775,36.1539816,Yes,1,Unknown,Unknown,,0,False,Evening
Tulsa,Oklahoma,-95.992775,36.1539816,No,3+,Supernatural,ghost,,1,False,Dusk
Tulsa,Oklahoma,-95.992775,36.1539816,Yes,0,Supernatural,Unknown,,0,False,Dusk
Tulsa,Oklahoma,-95.992775,36.1539816,Yes,2+,Supernatural,Unknown,,0,False,Dusk
Tulsa,Oklahoma,-95.992775,36.1539816,No,0,Unknown,Unknown,,0,False,Evening
Tulsa,Oklahoma,-95.992775,36.1539816,No,1,Supernatural,Unknown,,0,False,Evening
Tusla,Oklahoma,-95.992775,36.1539816,Yes,1,Unknown,Unknown,,0,False,Dusk
Tulsa,Oklahoma,-95.992775,36.1539816,Yes,0,Murder,Unknown,,0,False,Unknown
Tulsa,Oklahoma,-95.992775,36.1539816,Yes,4,Murder,Unknown,,0,False,Evening
Tulsa,Oklahoma,-95.992775,36.1539816,No,3+,Supernatural,ghost,,1,False,Dusk
Valley Brook,Oklahoma,-97.4814258,35.4020066,Yes,1,Unknown,Unknown,,0,False,Dusk
Vinita,Oklahoma,-95.1541339,36.6386937,Yes,0,Unknown,Unknown,,0,False,Morning
Wagoner,Oklahoma,-95.3694116,35.9595442,No,3,Suicide,ghost shadow,elderly ghost,2,False,Evening
New Brunswick,Oklahoma,-95.7699134,34.9474921,No,2+,Supernatural,orb,,1,True,Dusk
Wagoner,Oklahoma,-95.3694116,35.9595442,No,1,Supernatural,shadow orb,,2,False,Dusk
Warner,Oklahoma,-95.3055239,35.4942644,No,2+,Natural Disaster,Unknown,,0,False,Evening
Waurika,Oklahoma,-97.997536,34.1670371,Yes,1,Supernatural,Unknown,,0,False,Unknown
Waynoka,Oklahoma,-98.8798145,36.5822557,Yes,3,Natural Disaster,Unknown,,0,False,Evening
Weatherford,Oklahoma,-98.7075744,35.5261633,No,1,Unknown,Unknown,,0,False,Evening
Weleetka,Oklahoma,-96.1363921,35.3356496,Yes,0,Death,Unknown,,0,False,Evening
Westville,Oklahoma,-94.5679988,35.9925829,Yes,1,Supernatural,Unknown,,0,False,Unknown
Wetumka,Oklahoma,-96.2416731,35.2375883,No,1,Supernatural,Unknown,,0,False,Dusk
Woodward,Oklahoma,-99.3903862,36.4336481,Yes,3+,Supernatural,spirit,,1,True,Dusk
Woodward,Oklahoma,-99.3903862,36.4336481,Yes,0,Supernatural,apparition,,1,False,Evening
Woodward,Oklahoma,-99.3903862,36.4336481,No,1,Unknown,Unknown,,0,False,Dusk
Wyandotte,Oklahoma,-94.7252284,36.7934028,No,1,Supernatural,Unknown,,0,False,Morning
Wyandotte,Oklahoma,-94.7252284,36.7934028,Yes,0,Murder,spirit,,1,False,Dusk
Wynnewood,Oklahoma,-97.1644656,34.6434171,No,1,Murder,shadow,,1,False,Evening
Yale,Oklahoma,-96.6991933,36.1142305,No,0,Unknown,Unknown,,0,False,Dusk
Acton,Maine,-70.9277544,43.5233821,No,1,Supernatural,ghost,,1,False,Morning
Belfast,Maine,-69.0064234,44.4259092,Yes,1+,Supernatural,orb,,1,False,Unknown
Bellevue,Maine,-70.56748879999999,43.3032949,No,3+,Supernatural,figure,"dark figure, shadowy figure",1,False,Unknown
Biddeford,Maine,-70.45338439999999,43.4925843,Yes,1,Supernatural,Unknown,,0,False,Unknown
Boothbay Harbor,Maine,-69.62810139999999,43.8523045,No,0,Supernatural,spirit,unknown spirit,1,False,Unknown
Bowdoin,Maine,-69.96962429999999,44.0495825,No,0,Supernatural,witch,,1,False,Dusk
Brunswick,Maine,-69.966996,43.9140162,Yes,0,Murder,spirit,,1,False,Morning
Brunswick,Maine,-69.966996,43.9140162,Yes,0,Supernatural,Unknown,,0,False,Unknown
Bucksport,Maine,-68.77012239999999,44.6289696,No,0,Unknown,witch,,1,False,Evening
Camden,Maine,-69.0647838,44.2097928,Yes,0,Supernatural,Unknown,,0,False,Dusk
Caribou,Maine,-67.9980365,46.8639995,Yes,0,Murder,Unknown,,0,False,Dusk
Cumberland,Maine,-70.2585205,43.796573,Yes,1,Murder,Unknown,,0,False,Unknown
Dudley,Maine,-68.1597483,46.17143950000001,No,5+,Supernatural,Unknown,,0,False,Evening
Eliot,Maine,-70.8000544,43.1531427,No,1,Supernatural,Unknown,,0,True,Dusk
Farmington,Maine,-70.1512169,44.67049979999999,Yes,1+,Supernatural,ghost,,1,False,Evening
Farmington,Maine,-70.1512169,44.67049979999999,No,2+,Suicide,Unknown,,0,False,Unknown
Farmington,Maine,-70.1512169,44.67049979999999,No,0,Unknown,Unknown,,0,False,Dusk
Farmington,Maine,-70.1512169,44.67049979999999,No,0,Supernatural,Unknown,,0,False,Dusk
Freeport,Maine,-70.1031201,43.8570065,Yes,3,Supernatural,figure,,1,False,Dusk
Freeport,Maine,-70.1031201,43.8570065,No,2+,Supernatural,figure,small figure,1,False,Unknown
Gorham,Maine,-70.44422519999999,43.67953139999999,No,1+,Unknown,Unknown,,0,False,Dusk
Gorham,Maine,-70.44422519999999,43.67953139999999,Yes,3+,Murder,ghost spirit poltergeist,"several ghost, mild poltergeist",3,False,Dusk
Heron Island,Maine,-69.5669904,43.8303611,No,0,Supernatural,ghost,,1,False,Dusk
Houlton,Maine,-67.8402316,46.1261806,No,1+,Murder,Unknown,,0,False,Dusk
Kennebunk,Maine,-70.54399,43.3845306,Yes,0,Supernatural,apparition,,1,False,Dusk
Kennebunk port,Maine,-70.4767274,43.3617327,No,1,Death,Unknown,,0,False,Dusk
Lancaster,Maine,-70.26090649999999,43.660975,No,2+,Death,Unknown,,0,False,Evening
Lebanon,Maine,-70.91937899999999,43.40066969999999,Yes,1,Unknown,Unknown,,0,False,Evening
Lucerne,Maine,-68.59935879999999,44.7024274,Yes,1,Supernatural,shadow,,1,False,Dusk
Madawaska,Maine,-68.3217027,47.35531539999999,No,3+,Supernatural,figure,human figure,1,False,Unknown
Manchester,Maine,-69.8603256,44.324513,No,1,Unknown,Unknown,,0,False,Dusk
Millinocket,Maine,-68.70981189999999,45.6572639,No,3+,Supernatural,ghost,,1,False,Dusk
Newfield,Maine,-70.8470062,43.6481341,No,0,Supernatural,Unknown,,0,False,Evening
Ogunquit,Maine,-70.5986223,43.2468352,No,0,Unknown,Unknown,,0,False,Dusk
Orono,Maine,-68.6719411,44.8831125,Yes,2+,Supernatural,Unknown,,0,False,Dusk
Poland,Maine,-70.39366749999999,44.0606281,No,1,Supernatural,ghost,,1,False,Dusk
Poland,Maine,-70.39366749999999,44.0606281,Yes,3+,Supernatural,ghost,,1,False,Morning
Portland,Maine,-70.2553259,43.66147100000001,Yes,0,Supernatural,Unknown,,0,False,Morning
Randolph,Maine,-69.7666546,44.2306461,Yes,1,Supernatural,orb,,1,False,Unknown
Rockport,Maine,-69.0760975,44.1844817,No,0,Murder,Unknown,,0,False,Dusk
Rome,Maine,-69.903486,44.5722051,No,2,Supernatural,spirit,,1,False,Evening
Saco,Maine,-70.4428286,43.5009176,No,0,Supernatural,Unknown,,0,False,Evening
Salem,Maine,-70.278122,44.900612,Yes,1,Supernatural,figure,"white figure, human figure",1,False,Dusk
Sandwich,Maine,-70.49393169999999,41.7589615,No,1,Suicide,Unknown,,0,False,Morning
Skowhegan,Maine,-69.7193803,44.76503659999999,No,1,Supernatural,Unknown,,0,False,Evening
Skowhegan,Maine,-69.7193803,44.76503659999999,No,4,Unknown,Unknown,,0,False,Unknown
South Portland,Maine,-70.2408811,43.6414716,No,5,Supernatural,Unknown,,0,False,Evening
Standish,Maine,-70.5509356,43.7355927,Yes,2,Supernatural,ghost,,1,False,Dusk
Union,Maine,-69.293927,44.2296917,No,1,Supernatural,ghost orb,many Ghost,2,True,Dusk
Vassalboro,Maine,-69.67776049999999,44.45888069999999,No,1,Supernatural,ghost,,1,False,Unknown
Warren,Maine,-69.25314639999999,44.116967,No,1,Supernatural,ghost spirit,,2,False,Evening
Waterville,Maine,-69.6317121,44.5520105,No,3,Unknown,Unknown,,0,False,Dusk
Windham,Maine,-70.39870599999999,43.7588577,No,2+,Unknown,Unknown,,0,False,Dusk
Windham,Maine,-70.39870599999999,43.7588577,No,2+,Supernatural,Unknown,,0,False,Morning
Wiscasset,Maine,-69.665583,44.0028921,No,1+,Supernatural,shadow poltergeist,occasional poltergeist,2,False,Dusk
York,Maine,-70.6482581,43.16174830000001,No,0,Supernatural,witch,,1,False,Unknown
York,Maine,-70.6482581,43.16174830000001,No,3+,Supernatural,spirit,,1,False,Dusk
Anchorage,Alaska,-149.9002778,61.2180556,No,3+,Supernatural,ghost,female ghost,1,False,Evening
Anchorage,Alaska,-149.9002778,61.2180556,No,2,Supernatural,ghost,,1,False,Dusk
Anchorage,Alaska,-149.9002778,61.2180556,No,1+,Supernatural,ghost,,1,False,Dusk
Anchorage,Alaska,-149.9002778,61.2180556,Yes,3+,Unknown,Unknown,,0,False,Morning
Anchorage,Alaska,-149.9002778,61.2180556,Yes,5+,Supernatural,Unknown,,0,False,Unknown
Anchorage,Alaska,-149.9002778,61.2180556,No,1,Unknown,Unknown,,0,False,Evening
Anchorage,Alaska,-149.9002778,61.2180556,No,1,Murder,spirit,,1,False,Evening
Anchorage,Alaska,-149.9002778,61.2180556,No,1+,Murder,spirit,,1,False,Dusk
Anchorage,Alaska,-149.9002778,61.2180556,No,0,Supernatural,ghost poltergeist,white poltergeist,2,False,Evening
Anchorage,Alaska,-149.9002778,61.2180556,No,0,Unknown,Unknown,,0,False,Dusk
Central,Alaska,-144.8030556,65.57249999999999,Yes,0,Supernatural,ghost,,1,False,Dusk
Chitina,Alaska,-144.4369443,61.51583339999999,Yes,2+,Supernatural,Unknown,,0,False,Dusk
Chugiak,Alaska,-149.4819445,61.3888889,Yes,3+,Supernatural,spirit apparition,,2,False,Dusk
Chugiak,Alaska,-149.4819445,61.3888889,No,1,Murder,Unknown,,0,False,Dusk
Circle,Alaska,-144.0605556,65.8255556,Yes,0,Supernatural,ghost,,1,False,Evening
Fairbanks,Alaska,-147.7163888,64.8377778,No,0,Supernatural,ghost apparition figure,black figure,3,False,Dusk
Fairbanks,Alaska,-147.7163888,64.8377778,No,0,Supernatural,Unknown,,0,False,Evening
Fairbanks,Alaska,-147.7163888,64.8377778,Yes,1+,Unknown,Unknown,,0,False,Dusk
Fairbanks,Alaska,-147.7163888,64.8377778,No,0,Supernatural,Unknown,,0,False,Evening
Fairbanks,Alaska,-147.7163888,64.8377778,Yes,1,Unknown,Unknown,,0,False,Dusk
Gakona,Alaska,-145.3019445,62.3019444,Yes,0,Supernatural,Unknown,,0,False,Dusk
Kenai,Alaska,-151.2583333,60.55444439999999,No,2,Murder,spirit,,1,False,Evening
Kenai,Alaska,-151.2583333,60.55444439999999,No,0,Unknown,Unknown,,0,False,Dusk
Ketchikan,Alaska,-131.6461112,55.34222219999999,Yes,10+,Supernatural,Unknown,,0,False,Evening
Ketchikan,Alaska,-131.6461112,55.34222219999999,No,1,Unknown,Unknown,,0,False,Evening
Kotzebue,Alaska,-162.5966666,66.89833329999999,Yes,1,Unknown,Unknown,,0,False,Dusk
Nightmute,Alaska,-164.7238888,60.4794444,Yes,3+,Supernatural,Unknown,,0,False,Unknown
Seward,Alaska,-149.4422222,60.10416669999999,Yes,0,Unknown,Unknown,,0,False,Dusk
Shungnak,Alaska,-157.1363888,66.8880556,Yes,1,Unknown,Unknown,,0,False,Dusk
Sitka,Alaska,-135.33,57.0530556,Yes,100+,Murder,apparition,,1,False,Dusk
Skagway,Alaska,-135.313889,59.45833329999999,No,0,Supernatural,apparition,,1,False,Evening
Soldotna,Alaska,-151.0583332,60.4877778,Yes,0,Murder,Unknown,,0,False,Dusk
Arcadia,Louisiana,-92.920158,32.5490406,No,0,Murder,Unknown,,0,False,Evening
Anniston,Louisiana,-93.7132227,32.4622035,No,0,Supernatural,Unknown,,0,False,Dusk
Basile,Louisiana,-92.5959723,30.4852012,No,1,Supernatural,Unknown,,0,False,Evening
Baton Rouge,Louisiana,-91.1403196,30.4582829,Yes,3+,Supernatural,Unknown,,0,False,Evening
Baton Rouge,Louisiana,-91.1403196,30.4582829,No,5+,Supernatural,ghost,,1,False,Evening
Baton Rouge,Louisiana,-91.1403196,30.4582829,No,2+,Death,Unknown,,0,False,Dusk
Baton Rouge,Louisiana,-91.1403196,30.4582829,No,0,Murder,Unknown,,0,False,Evening
Baton Rouge,Louisiana,-91.1403196,30.4582829,No,3,Supernatural,ghost,,1,False,Dusk
Baton Rouge,Louisiana,-91.1403196,30.4582829,Yes,3+,Murder,Unknown,,0,False,Unknown
Baton Rouge,Louisiana,-91.1403196,30.4582829,No,0,Unknown,Unknown,,0,False,Evening
Baton Rouge,Louisiana,-91.1403196,30.4582829,Yes,1,Natural Disaster,ghost spirit apparition,,3,False,Dusk
Bossier,Louisiana,-93.6623239,32.7551322,Yes,1,Supernatural,Unknown,,0,False,Evening
Broussard,Louisiana,-91.9612305,30.147146,No,0,Murder,Unknown,,0,False,Dusk
Buras,Louisiana,-89.5246636,29.3518223,No,1,Supernatural,ghost,,1,False,Evening
Centerville,Louisiana,-91.428367,29.7597872,No,2,Death,ghost,early Ghost,1,True,Unknown
Chalmette,Louisiana,-89.9635162,29.942783,Yes,2+,Supernatural,ghost,less ghost,1,False,Evening
Cheneyville,Louisiana,-92.2873521,31.01491279999999,Yes,0,Supernatural,ghost,,1,False,Morning
Covington,Louisiana,-90.1009108,30.4754702,Yes,0,Supernatural,ghost,activty ghost,1,False,Dusk
DeRidder,Louisiana,-93.2890527,30.8463055,No,1,Murder,Unknown,,0,False,Evening
Destrehan,Louisiana,-90.3517469,29.9429828,No,0,Supernatural,ghost,,1,False,Dusk
Doyline,Louisiana,-93.4110049,32.5357073,Yes,0,Unknown,Unknown,,0,False,Dusk
Edgerly / Starks,Louisiana,-93.5066036,30.2339385,No,5+,Supernatural,ghost shadow orb,Numerous Ghost,3,True,Unknown
Elizabeth,Louisiana,-92.7929262,30.868526,Yes,5+,Supernatural,shadow,,1,False,Dusk
