index	city	country	description	location	state	state_abbrev	longitude	latitude	city_longitude	city_latitude	Audio Evidence	Audio Reasoning	Witness Count	Witness Reasoning	Event	apparition_types_str	apparition_adj_str	unique_apparition_mentions	Murder per capita	Violent Crime per capita	Property Crime per capita	Undergrad_Grad_Rate	HS_Grad_Rate	STEM_Grad_Percentage	Visual Evidence	Visual Reasoning	death_rate_Alzheimer's disease	death_rate_Cancer	death_rate_Heart disease	death_rate_Unintentional injuries	death_rate_All causes	death_rate_Influenza and pneumonia	death_rate_Suicide	death_rate_Kidney disease	death_rate_CLRD	death_rate_Diabetes	Haunted Places Date	Alcohol Deaths	Alcohol Deaths Under 21	State	time_of_day	Daylight Data USNO Navy	Daylight Data TimeandDate	Image Path	objects	caption	spacy_entities	GeoName_Count	Geographic_LATITUDE	Geographic_LONGITUDE	Geographic_NAME	Optional_LATITUDE1	Optional_LATITUDE2	Optional_LATITUDE3	Optional_LATITUDE4	Optional_LONGITUDE1	Optional_LONGITUDE2	Optional_LONGITUDE3	Optional_LONGITUDE4	Optional_NAME1	Optional_NAME2	Optional_NAME3	Optional_NAME4
6934	Gridley	United States	One of the apartments - Things such as the shower turn on by its self, lights flickering by self, strange smells. There is a stain on the carpet that will reappear with in a few hours of it being cleaned; believed to be the spot where a former resident died.	Gridley Manor	Illinois	IL			-88.88145779999999	40.7433682	No	The description does not mention any sounds explicitly linked to a supernatural presence; it focuses on physical phenomena and strange smells without any audio evidence of paranormal activity.	1	The description includes the narrator's observations of paranormal events such as the shower turning on by itself, lights flickering, and the reappearing stain on the carpet. Although no other witnesses are explicitly mentioned, the narrator's personal experience qualifies them as one witness to the events described.	Supernatural	Unknown		1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	False	The description does not mention any existing images, videos, or photographic evidence of paranormal activity. It only describes unusual occurrences and a stain on the carpet without any visual documentation.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	1/1/2025	4452.0	3.1%	Illinois	Dusk	09:19	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6935.png	doormat, welcome mat, wardrobe, closet, press, sliding door, prison, prison house, prayer rug, prayer mat	a bathroom with a toilet and a sink	"One, CARDINAL
a few hours, TIME

"	0															
6935	Gurnee	United States	The back office door opens and shuts by itself and the light in that office turns on and off by itself.  A girl has been heard screaming and seen on security cameras when nobody is there.  Things fall of the shelves randomly.	Honeybaked Ham	Illinois	IL	-87.925095	42.372855	-87.90201859999999	42.3702996	Yes	The description includes a mention of a girl screaming, which is explicitly linked to a supernatural presence, indicating audio evidence of paranormal activity.	1	The description mentions that a girl has been seen on security cameras when nobody is there, which implies that someone (the person reviewing the security footage) witnessed this event. Additionally, the narrator describes the occurrences in a way that suggests they are aware of these events, indicating their own experience as well. Therefore, there is at least one witness to the paranormal events described.	Unknown	Unknown		1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	True	The description explicitly states that a girl has been seen on security cameras when nobody is there, indicating the existence of recorded footage related to paranormal activity.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	1809/05/23	4452.0	3.1%	Illinois	Unknown	11:14	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6936.png	library	a room filled with lots of different types of luggage .	"
"	0															
6936	Gurnee	United States	January 2007 Has been removed. False submission.	The Gate	Illinois	IL	-87.9441512	42.3239327	-87.90201859999999	42.3702996	No	The description does not provide any information about sounds or audio experiences related to paranormal activity. It only mentions a date and a note about a false submission, which does not pertain to audio evidence.	0	"The description states ""Has been removed. False submission,"" which indicates that there is no valid account of a paranormal event or any witnesses to it. There are no explicit mentions of experiences or sightings by the narrator or any other individuals, leading to the conclusion that there are no witnesses."	Unknown	Unknown		1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	False	The description does not provide any information about existing images, videos, or photographic evidence of paranormal activity. It simply states that something has been removed and refers to a false submission, without mentioning any visual evidence.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	1/1/2025	4452.0	3.1%	Illinois	Unknown	09:21	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6937.png	ice lolly, lolly, lollipop, popsicle, Norwich terrier, Irish terrier, soft-coated wheaten terrier	a young boy holding a toothbrush in his mouth .	"January 2007, DATE

"	0															
6937	Hancock	United States	Peyton's Place - A man supposedly went crazy on his family and killed them all with a pitch fork. if you walk back into the woods into their private cemetery, a young man's voice will call at you to run and leave. also, a black '62 mustang will chase you when you leave and then vanishes from your rearview mirror.	Warsaw	Illinois	IL	-91.4345978	40.35921099999999	-91.135302	40.38493649999999	Yes	The description mentions a young man's voice calling out to run and leave, which is explicitly linked to a supernatural presence, indicating audio evidence of paranormal activity.	1	The description includes a narrative element where a young man's voice calls out to the narrator, suggesting that the narrator has experienced this paranormal event. Although no other witnesses are explicitly mentioned, the presence of the narrator's experience indicates at least one witness to the event.	Murder	Unknown		1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	False	The description does not mention any existing images, videos, or photographic evidence of paranormal activity. It only describes auditory experiences and a visual phenomenon that does not involve recorded evidence.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	3/1/1988	4452.0	3.1%	Illinois	Evening	09:22	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6938.png	street sign, brass, memorial tablet, plaque, obelisk, parking meter, traffic light, traffic signal, stoplight	a sign that is on top of a pole .	"Peyton's Place - A, ORG
62, CARDINAL

"	0															
6938	Harpo Studios	United States	Was the sight of a makeshift morgue after the Easton tragedy. There were 1,500 people that died in the incident, and they're bodies brought to the armory for identification. Numerous stories of the armory, now Harpo Studios, being haunted.	formerly the Chicago armory	Illinois	IL					No	The description discusses the history of the location and mentions that it is haunted, but it does not provide any explicit audio evidence of paranormal activity, such as whispers, voices, or unexplained sounds.	0	The description does not indicate that anyone witnessed the paranormal event at the armory, now Harpo Studios. It mentions the sight of a makeshift morgue and the tragic incident where 1,500 people died, but there are no explicit statements about individuals witnessing any paranormal occurrences. The mention of stories about the armory being haunted does not imply that anyone has directly experienced or witnessed these events. Therefore, the witness count is 0.	Supernatural	Unknown		1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	False	The description discusses the haunting stories related to the armory but does not mention any existing images, videos, or photographic evidence of paranormal activity.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	1/1/2025	4452.0	3.1%	Illinois	Dusk	Request Error	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6939.png	library, prison, prison house, cinema, movie theater, movie theatre, movie house, picture palace, palace, barbershop	a black and white photo of a city street	"Easton, ORG
1,500, CARDINAL
Harpo Studios, ORG

"	0															
6939	Hartsburg	United States	Near Hartsburg in a small wooded area is where cultists used to practice in an old barn. The barn has been burned down, but lights and apparitions can be seen, as well as strange noises can be heard.	The Old Red Barn	Illinois	IL			-89.44093300000002	40.2508762	Yes	"The description mentions ""strange noises"" that can be heard, which implies the presence of audio evidence potentially linked to paranormal activity."	1	"The description mentions that ""lights and apparitions can be seen, as well as strange noises can be heard."" This implies that someone has witnessed these phenomena, even though the narrator does not explicitly state their own experience. The use of ""can be seen"" suggests that there are witnesses to these events, thus counting as at least one witness."	Supernatural	apparition		1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	False	The description mentions lights, apparitions, and strange noises, but it does not explicitly state that there are any photos, videos, or recorded footage of these phenomena.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	3/1/1958	4452.0	3.1%	Illinois	Dusk	09:22	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6940.png	geyser, barn, volcano	a horse standing in the middle of a field .	"Hartsburg, GPE

"	0															
6940	Havana	United States	Cold chills have been felt behind the curtains before opening night performances. It is said that this is the presence of past actors coming back to watch a play one more time.	Lawfard Theater	Illinois	IL	-90.06347319999999	40.2997909	-90.0609506	40.3000428	No	The description mentions cold chills and the presence of past actors, but it does not include any explicit audio evidence such as whispers, voices, or other supernatural sounds linked to the paranormal activity.	0	"The description does not indicate that anyone has explicitly witnessed the paranormal event. It mentions ""cold chills"" and the belief that it is the presence of past actors, but there are no statements from a narrator or any other individuals claiming to have experienced or seen these phenomena. Therefore, the count of witnesses remains at zero."	Supernatural	presence	past presence	1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	False	The description mentions feelings of cold chills and the presence of past actors but does not provide any explicit evidence of photos, videos, or recorded footage related to paranormal activity.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	1/1/2025	4452.0	3.1%	Illinois	Evening	11:18	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6941.png	theater curtain, theatre curtain, window shade, shower curtain	a bed sitting in a bedroom next to a window .	"opening night, TIME
one, CARDINAL

"	0															
6941	Havana	United States	The Havana power plant is built over an Native American burial ground. The workers have reported they have heard gun-shots and war cries of Indians and powerful surges of energy. On worker said he felt a piercing blow to the chest. He still claims to have a scar where the blow occurred.	Power Plant	Illinois	IL	-90.0794842	40.2791472	-90.0609506	40.3000428	Yes	The description includes reports of hearing gun-shots and war cries, which are explicitly linked to supernatural presences associated with the burial ground. These sounds suggest paranormal activity related to the historical context of the site.	2	"The description mentions that ""the workers have reported"" hearing gunshots and war cries, indicating that multiple workers experienced these events. Additionally, one specific worker is mentioned who felt a piercing blow to the chest and claims to have a scar from it. This implies at least two witnesses: the group of workers and the individual worker who had a personal experience. Therefore, the count is at least 2."	Unknown	Unknown		1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	False	The description does not mention any existing images, videos, or photographic evidence of paranormal activity. It only includes reports of sounds and personal experiences without any visual documentation.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	1/1/2025	4452.0	3.1%	Illinois	Dusk	09:22	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6942.png	obelisk, beacon, lighthouse, beacon light, pharos	a black and white photo of a city street .	"Havana, GPE
Native American, NORP
Indians, NORP

"	0															
6942	Havana	United States	15 years ago a young man was playing basketball inside when he was locked in while using the bathroom. He was locked in for over 24 hours and could not reach anyone to let him out and he died. It has been said that at 12 o'clock at night at the gym the ghost of the man that died comes back to haunt the old gym. People have seen him at night; he will get a ball and shoot around at the basketball hoops. When the lights go on he will disappear. You can even hear him screaming for HELP sometimes.	Old Park district Gym	Illinois	IL	-90.0600315	40.3023276	-90.0609506	40.3000428	Yes	The description explicitly mentions hearing the ghost screaming for help, which is directly linked to a supernatural presence and qualifies as audio evidence of paranormal activity.	2+	"The description mentions that ""people have seen him at night,"" indicating that multiple individuals have witnessed the ghostly figure. Since it does not specify an exact number, we can infer that there are at least two witnesses, hence the count is 2+."	Supernatural	ghost		1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	False	The description does not mention any existing images, videos, or photographic evidence of the paranormal activity described. It only discusses sightings and auditory experiences related to the ghost, without any reference to recorded evidence.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	1/1/2025	4452.0	3.1%	Illinois	Dusk	09:22	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6943.png	prison, prison house, shoji, sliding door, swab, swob, mop, volleyball	a black and white photo of a man playing tennis	"15 years ago, DATE
over 24 hours, TIME
12 o'clock, TIME

"	0															
6943	Highland	United States	Reports of an apparition of the Lady that used to own the house, lights turning on and off and strange noises.	Family Inn Restaurant	Illinois	IL	-89.6700219	38.8304148	-89.6712008	38.7394918	No	"While the description mentions ""strange noises,"" it does not specify that these noises are explicitly linked to a supernatural presence, such as whispers or ghostly voices. Therefore, there is no clear audio evidence of paranormal activity."	0	The description provided does not indicate that anyone witnessed the paranormal events directly. It mentions reports of an apparition and strange occurrences, but there are no explicit statements about individuals experiencing or witnessing these events. Therefore, based on the criteria, the count remains at zero as there are no witnesses mentioned.	Supernatural	apparition		1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	False	The description mentions reports of an apparition and unusual occurrences like lights turning on and off and strange noises, but it does not explicitly state that there are any photos, videos, or recorded footage of these events.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	1/1/2025	4452.0	3.1%	Illinois	Evening	09:31	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6944.png	picket fence, paling, palace, flagpole, flagstaff, church, church building, paddlewheel, paddle wheel	a black and white photo of a building	"
"	0															
6944	Highland	United States	People have claimed to hear strange noises, and seen a weird light from the basement.	House of Plenty Restaurant	Illinois	IL			-89.6712008	38.7394918	No	"While the description mentions ""strange noises,"" it does not specify that these noises are explicitly linked to a supernatural presence, such as whispers or ghostly voices. The mention of a weird light also does not pertain to audio evidence."	2+	"The description states that ""People have claimed to hear strange noises, and seen a weird light from the basement."" The use of the word ""People"" indicates that there are multiple witnesses, but it does not specify an exact number. Therefore, I interpret this as at least two witnesses, leading to a count of ""2+"" to indicate that there may be more."	Supernatural	Unknown		1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	False	The description mentions strange noises and a weird light, but it does not explicitly state that there are any photos, videos, or recorded footage of paranormal activity.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	1/1/2025	4452.0	3.1%	Illinois	Unknown	11:47	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6945.png	vault, cliff dwelling, prison, prison house	a bathroom with a sink and a toilet	"
"	0															
6945	Highland	United States	There are reports of items being moved from one place and found in different areas of home.  There are frequent noises like footsteps and the sound of bells ringing.  There was two eye-witnesses who encountered someone or something tossing a lit candle across the room in the upstairs of the home.	Y-NOTSHOP	Illinois	IL			-89.6712008	38.7394918	Yes	The description includes mentions of footsteps and the sound of bells ringing, which are explicitly linked to paranormal activity. Additionally, the act of a lit candle being tossed across the room suggests a supernatural presence, further supporting the presence of audio evidence.	2	"The description explicitly states that there were ""two eye-witnesses"" who encountered someone or something tossing a lit candle across the room. This indicates that there were two individuals who directly witnessed the paranormal event, thus the count of witnesses is accurately represented as 2."	Supernatural	Unknown		1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	False	The description does not mention any existing images, videos, or photographic evidence of paranormal activity. It only discusses reports of items being moved and eyewitness accounts of a candle being tossed, without any visual documentation.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	1/1/2025	4452.0	3.1%	Illinois	Unknown	11:19	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6946.png	prison, prison house, prayer rug, prayer mat, doormat, welcome mat	a bathroom with a toilet and a sink	"one, CARDINAL
two, CARDINAL

"	0															
6946	Highland Park	United States	Many years ago, a small boy was crossing the street directly across from the high school and was hit by a truck. He died instantly. Just a few years ago, there was a janitor walking around the school on Halloween night and noticed a small boy standing across the street. The janitor went outside and saw a giant freight truck coming toward the boy. The little boy started in to the street and the janitor ran after him telling him to stop. Just as the janitor jumped at the little boy to get him out of the way, he disappeared.	Highland Park High School	Illinois	IL	-87.8013556	42.1926682	-87.8003437	42.1816918	No	The description recounts a ghostly encounter but does not mention any specific sounds or audio evidence linked to the supernatural presence, such as whispers or disembodied voices.	2	The description includes two distinct witnesses to the paranormal event: the janitor who saw the little boy standing across the street and attempted to save him, and the little boy himself, who is implied to have been present during the event. Although the boy disappears before the janitor reaches him, he is still considered a witness to the event as he was involved in it. Therefore, the total count of witnesses is 2.	Supernatural	Unknown		1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	False	The description recounts a ghostly encounter involving a janitor and a boy, but it does not mention any existing images, videos, or photographic evidence of the paranormal activity described.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	1/1/2025	4452.0	3.1%	Illinois	Evening	12:12	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6947.png	moving van, pickup, pickup truck, tow truck, tow car, wrecker, trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi, garbage truck, dustcart	a man standing next to a white truck .	"Many years ago, DATE
Just a few years ago, DATE
Halloween night, TIME

"	0															
6947	Hillside	United States	Our Lady of Angels School in Chicago. It caught on fire 12/1/1958 and claimed 87 children and 3 Nuns in one day. By the way they did rebuild a new school over the burned out school - but no activity has been reported there. However the cemetery they are buried in, Queen of Heaven Cemetery has had some interesting reports. About 6 years ago a man started having visions at Queen of Heaven every day except Tuesdays. Said the Blessed Mother was talking to him. (His quote) Also a tree there started to take shape of either Jesus or Mary's face. Grew a huge crowd. The man died a year or so ago and so did the tree. People claim to see bright lights during the day at Queen of Heaven and have visions. - March 2005 Update: PLEASE, anyone visiting Queen of Heaven Cemetery, to do so quietly & with the highest amount of respect. If you are interested in the alleged hauntings, please do not advertise it, especially if there are other cemetery visitors present. Consider that their family or friends may have been among the victims. Please respect their feelings and personal space, and avoid prying questions/comments about hauntings or the fire.	Queen of Heaven Cemetery	Illinois	IL	-87.90912139999999	41.8577835	-87.90283980000001	41.8778084	No	The description does not mention any specific sounds that are explicitly linked to a supernatural presence, such as whispers, ghostly voices, or disembodied footsteps. It focuses on visions and sightings rather than audio evidence of paranormal activity.	2+	"The description mentions a man who had visions at Queen of Heaven Cemetery and claimed that the Blessed Mother was talking to him. This indicates at least one witness to the paranormal event. Additionally, it states that people claim to see bright lights and have visions, which implies that there are multiple witnesses to these occurrences. Since the exact number of these witnesses is not specified, I estimate a minimum of two witnesses (the man and the unspecified ""people"")"	Natural Disaster	Unknown		1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	False	The description does not mention any existing images, videos, or photographic evidence of paranormal activity. It discusses reports of visions and unusual occurrences but does not provide any explicit references to recorded visual evidence.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	3/1/1998	4452.0	3.1%	Illinois	Dusk	09:22	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6948.png	altar	a statue of a man sitting on a bench .	"Chicago, GPE
12/1/1958, DATE
87, CARDINAL
3, CARDINAL
one day, DATE
Queen of Heaven Cemetery, ORG
About 6 years ago, DATE
Queen of Heaven, ORG
Tuesdays, DATE
the Blessed Mother, ORG
Jesus, PERSON
Mary, PERSON
a year or so ago, DATE
the day, DATE
Queen of Heaven, ORG
Queen of Heaven Cemetery, ORG

"	1	39.73915	-104.9847	Denver												
6948	Hoffman Estates	United States	Located off of Golf Road, Many are said to have seen mysterious lights are seen in the area at night, Close neighbors of the area claim to this day that they see a black horse enter the parking lot and disappear at random.	Algrims Funeral Home	Illinois	IL	-88.089237	42.049575	-88.12271989999999	42.0629915	No	The description mentions mysterious lights and a black horse, but there are no explicit references to sounds or audio evidence linked to supernatural presence.	2+	"The description states that ""many are said to have seen mysterious lights"" and ""close neighbors of the area claim to this day that they see a black horse."" This implies that multiple people have witnessed these events, but it does not provide a specific number. Therefore, I estimate the witness count to be at least 2, indicated by the ""2+"" to suggest that there may be more witnesses."	Supernatural	Unknown		1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	False	The description mentions sightings of mysterious lights and a black horse, but it does not provide any explicit evidence of photos, videos, or recorded footage capturing these phenomena.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	1/1/2025	4452.0	3.1%	Illinois	Unknown	09:11	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6949.png	sorrel, worm fence, snake fence, snake-rail fence, Virginia fence, llama, groenendael, Mexican hairless	a horse that is standing in the grass .	"Golf Road, FAC
night, TIME
this day, DATE

"	0															
6949	Hoffman Estates	United States	"Abandoned House - This isn't much of a haunting, but if you go West on Shoe Factory Road past Rohrsson Ave., there will be an abandoned barn on your right side. Directly after the barn, on your left side there will be a ""No Passing Zone"" sign, even closer, after the sign; there is a white, stone house. I have heard from a resident nearby, that it was an old schoolhouse. I went in with some friends and there are many odd things written on the walls, such as: ""Die"", ""XIV"", and a picture of a large eye that is bleeding, with a diamond at the end of the trail of blood. - October 10, 2007 the building was torn down."	Shoe Factory Road	Illinois	IL	-88.1934967	42.0608384	-88.12271989999999	42.0629915	No	The description does not mention any sounds or audio evidence related to paranormal activity; it focuses solely on the visual aspects of the location and the writings on the walls.	3	"The narrator mentions going into the abandoned house with ""some friends,"" which implies that there were at least three individuals present (the narrator and two friends). Therefore, the witness count should reflect the presence of these individuals who experienced the odd things written on the walls."	Supernatural	Unknown		1	1.574917238099138e-05	0.0006875794926976	0.0022764647467775	61.5%	86.2%	19.0%	False	The description does not mention any existing images, videos, or photographic evidence of paranormal activity. It only describes odd writings and a picture on the wall without indicating that it has been captured in a photo or video.	20.957894736842103	185.07894736842104	204.64210526315787	34.05263157894737	785.4	19.457894736842103	9.215789473684213	18.14736842105264	39.37368421052632	21.68947368421053	1/1/2025	4452.0	3.1%	Illinois	Dusk	11:20	No data found	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6950.png	barn, worm fence, snake fence, snake-rail fence, Virginia fence, picket fence, paling	a red stop sign sitting on the side of a road .	"Abandoned House - This, PERSON
Shoe Factory Road, FAC
XIV, ORG
October 10, 2007, DATE

"	0															
6950	Indianapolis	United States	haunted by the young wife of the first owner. When you go by the house at night you can see blue lights flickering on and off on the grounds and in the tower window. According to legend the man couldn't stand the thought of burying his lovely young wife so had a special glass coffin built and placed in the tower. He would go visit his wife every night. The tower was lit by soft blue lights, her favorite color. - June 2008 Correction / Additional information: It was located on Fall Creek Road and is now Skiles Test Park. The house was abandoned and torn down in the 1980's. It also says that the owner had placed his deceased wife into a glass coffin and displayed her in a tower. This part of the story is also incorrect. The story goes that Mr. Skiles Test, after the unexpected death of his wife, had her placed in a glass coffin and displayed in a large bay window of his home surrounded by blue lights. Now that Mr. Test has passed away and the house has been torn down, at night you can still see the glow of the blue lights. The story of the house of blue lights is not true but it is a story that I would like to pass down to my children. The reason that Mr. Tests home was called the house of blue lights is because he loved the color so much that he kept his Christmas lights up on his house and around his pool year round. Mr. Test was a very wealthy business man that was committed to his community and even donated a parcel of his land to the Lawrence Township School Board. The school board graciously accepted the land and built an elementary school on it named after Mr. Test. Soon after his death, Mr. Tests family donated his estate to the city of Indianapolis and it was turned into a nature preserve.	House of Blue Lights	Indiana	IN	-86.04854069999999	39.8678816	-86.158068	39.768403	No	The description does not mention any sounds explicitly linked to a supernatural presence, such as whispers, ghostly voices, or unexplained noises. It primarily discusses visual elements like blue lights and the history of the location without any audio evidence of paranormal activity.	1	The description does not explicitly mention any witnesses to the paranormal events, such as seeing the blue lights or the glass coffin. It primarily recounts the legend and the history of Mr. Test and his wife. However, it does imply that people have seen the blue lights at night, which suggests at least one person has experienced this phenomenon. Therefore, I count the narrator as one witness, as they express a desire to pass down the story,	Supernatural	Unknown		1	1.714541572944005e-05	0.0008268635239336	0.0029545543081644	61.1%	87.2%	22.0%	False	The description mentions blue lights flickering on and off, but it does not provide any explicit evidence of photographs, videos, or recorded footage capturing these lights or any paranormal activity. There are no claims of visual evidence being documented.	27.026315789473685	193.2263157894737	214.9157894736842	41.03157894736842	858.2736842105263	17.542105263157897	12.994736842105263	19.37894736842105	53.92631578947368	26.01052631578948	1/1/2025	4452.0	3.1%	Indiana	Evening	14:58	14:57	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6951.png	greenhouse, nursery, glasshouse, palace, boathouse, picket fence, paling	a red and white fire hydrant sitting in front of a building .	"first, ORDINAL
night, TIME
every night, TIME
Correction / Additional, ORG
Fall Creek Road, WORK_OF_ART
Skiles Test Park, PERSON
1980, DATE
Skiles Test, PERSON
Test, PERSON
Tests, PERSON
Christmas, DATE
year, DATE
Test, PERSON
the Lawrence Township School Board, ORG
Test, PERSON
Tests, PERSON
Indianapolis, GPE

"	1	39.76838	-86.15804	Indianapolis												
6951	Indianapolis	United States	In life, the first artistic director of the theatre used to jog around the upstairs mezzanine area when the weather was cold or rainy. He reached his untimely death when his nephew accidentally hit him with a car while jogging outside on a foggy day. To this day, when it rains outside, you can hear floor boards in the upper mezzanine creaking and groaning just as they would if someone were running.	Indiana Repertory Theatre	Indiana	IN	-86.16106479999999	39.7672813	-86.158068	39.768403	No	The description mentions creaking and groaning floorboards, but these sounds are attributed to the natural settling of the building rather than explicitly linked to a supernatural presence. There are no mentions of unexplained whispers, ghostly voices, or other sounds directly tied to paranormal activity.	1	The description implies that there is a paranormal event occurring when it rains, as the floorboards in the upper mezzanine creak and groan as if someone is running. However, it does not explicitly state that anyone witnessed this phenomenon. The narrator does not mention their own experience or that of others witnessing the event. Therefore, based on the context provided, there is only one implied witness to the paranormal activity, which is the narrator themselves,	Unknown	Unknown		1	1.714541572944005e-05	0.0008268635239336	0.0029545543081644	61.1%	87.2%	22.0%	False	The description discusses auditory experiences related to paranormal activity but does not mention any existing images, videos, or photographic evidence.	27.026315789473685	193.2263157894737	214.9157894736842	41.03157894736842	858.2736842105263	17.542105263157897	12.994736842105263	19.37894736842105	53.92631578947368	26.01052631578948	1/1/2025	4452.0	3.1%	Indiana	Evening	09:25	9:25	C:\Users\Austin\Desktop\DSCI 550\Homework 2\DescPics\image_6952.png	cinema, movie theater, movie theatre, movie house, picture palace, bannister, banister, balustrade, balusters, handrail, shoji, restaurant, eating house, eating place, eatery	a large clock mounted to the side of a wall .	"first, ORDINAL
a foggy day, DATE
this day, DATE

"	0															
